프로그램구분,기관,일련번호,지역,국가명,대학명(국문),대학명(영문),지원자격_최소학점,지원자격_어학성적,지원자격_특이사항,참고사항,수학가능학과/영어강의목록 등,Factsheet 여부,교환학생수기 여부,유의사항,웹사이트,언어권구분
일반교환,자매대학,E0166,남미,페루,페루 UPC,Peruvian University of Applied Sciences,-,A-3,,* 위치: Lima,"★ 수학가능학과: Hospitality and Tourism Administration, Architecture, Contemporary Arts, Health Sciences, Human Sciences, Communications, Law, Design, Economics, Education, Engineering, Business, Psychology

★ 수강가능과목(2018): 
https://pregrado.upc.edu.pe/en/x
*각 과목의 수강요건 확인 필요",x,x,,https://internacional.upc.edu.pe/,영어(비유럽)
일반교환,자매대학,E0167,아프리카,튀니지,카르타고대,The University of Carthage,-,A-3,,* 위치: 튀니지 튀니스,★ 수학가능학과: 모든 학과 선택 가능,x,x,,https://ucar.rnu.tn/,영어(비유럽)
일반교환,자매대학,E0168,아시아,대만,국립중앙대,National Central University(國立中央大學),-,"B-3, A-4","IELTS, ITP 제외","* 위치: 대만 먀오리 현
* 특징: 학생 수 약 11,000명
         대만 내 10위권 명문대
         영어강의 수강 가능
         현지 상황에 따라 기숙사가 제공되지 않을 수 있으며, 
  이 경우 개인적으로 숙소를 구해야 함. (해당 대학에서 주변 숙소정보 제공함.)","★ 수학가능학과: Liberal Arts, Science, Engineering, Management, Electrical Engineering and Computer Science, Earth Sciences, Hakka Studies, Health Sciences and Technology

★ 수강가능과목(2025-2026): 
https://cis.ncu.edu.tw/Course/main/news/announce
*각 과목의 수강요건 확인 필요",Y(2025-2026),Y(2014-2019),,https://www.oia.ncu.edu.tw/index.php/en/prospective-students/exchange-programs.html,"영어(비유럽), 중국어"
일반교환,자매대학,E0170,아시아,대만,중정대,National Chung Cheng University(國立中正大學),-,"B-3, A-4","IELTS, ITP 제외","* 위치: 대만 자이현
* 특징: 학생 수 약 12,000명
          대만 내 20위권 명문대
          총 2개 캠퍼스(Minxiong, Chiayi)","★ 수학가능학과: Humanities, Sciences, Social Sciences, Engineering, Management, Law, Education, Others

★ 수강가능과목(2024): 
(영어사용)https://kiki.ccu.edu.tw/~ccmisp06/Course/all_english.html
(일반)http://kiki.ccu.edu.tw/~ccmisp06/Course/
*전공과목 / 어학+전공과목 / 어학과목 중 택1",Y(2020),Y(2014-2020),,https://oia.ccu.edu.tw/index.php,"영어(비유럽), 중국어"
일반교환,자매대학,E0171,아시아,대만,텅하이대,Tunghai University(東海大學),3.7/4.5 이상,"B-3, A-2","IELTS, ITP 제외","* 위치: 대만 타이중
* 특징: 학생 수 약 17,000명
         대학 핵심 센터가 대만 하이테크 파크의 근처에 위치
         기독교 대학","★ 수학가능학과: Arts, Science, Egnineering, Management, Social Science, Agriculture, Fine Arts and Creative Design, Law, International College, General Education, Languages, Sports and Military Services

★ 수강가능과목(2023): 
(영어강의)https://url.kr/7rv61n
(일반)http://fsis.thu.edu.tw/wwwstud/frontend/CourseList.php",Y(2024),Y(2014),,https://oir.thu.edu.tw/front/500_InExSt/500_InExSt_1/pages.php?ID=dGh1X29zYSY1MDBfSW5FeFN0XzE=,"영어(비유럽), 중국어"
일반교환,자매대학,E0172,아시아,대만,프로비던스대,Providence University(靜宜大學),2.5/4.5 이상,"B-3, A-5",IELTS 제외,"* 위치: 대만 타이중
* 특징: 학생 수 약 13,000명","★ 수학가능학과: Foreign Languages and Literature,  Humanities and Social Sciences, Science, Management, Computing and Informatics, International Programs

★ 수강가능과목(2024): 영어사용
https://alcat.pu.edu.tw/2011courseAbstract/main.php?lang=en",x,Y(2025),,https://oia.pu.edu.tw/p/426-1048-26.php?Lang=zh-tw,"영어(비유럽), 중국어"
일반교환,자매대학,E0173,아시아,대만,푸젠카톨릭대,Fu Jen Catholic University(輔仁大學),-,"B-2, A-2","TOEIC, ITP 제외","* 위치: 대만 신베이
* 특징: 학생 수 25,562명
         신규자매대학
         대만 내 20위권 명문대","★ 수학가능학과: Liberal Arts, Arts, Communication, Education, Holistic Education, Medicine, 
    Science and Engineering, Foreign Languages, Human Ecology, Law,
    Social Sciences, Management, Fashion and Textiles

★ 수강가능과목(2023):
http://isc.oie.fju.edu.tw/teachingServices.jsp?labelID=11
* 수강 제한 과목 확인 필요","x
/ COURSE LIST(2022)",Y(2019),,http://isc.oie.fju.edu.tw/teachingServices.jsp?labelID=8,"영어(비유럽), 중국어"
일반교환,자매대학,E0174,아시아,대만,진리대학,Aletheia University(真理大學),-,"B-3, A-4",,"* 위치: 대만 신베이
* 특징: 학생 수 약 5,000명
* 장학금: 5,000달러의 NTD 지원","★ 수학가능학과: Humanities, Finance and Economics, Management, Information and Business Intelligence, Tourism, Leisure and Sports, Education

★ 수강가능과목: 중국어 사용 
https://cia.au.edu.tw/p/406-1022-77816,r109359.php?Lang=zh-tw",Y(2025),x,,https://cia.au.edu.tw/,"영어(비유럽), 중국어"
일반교환,자매대학,E0175,아시아,대만,장정기독교대,Chang Jung Christian University(長榮大學),-,"B-3, A-2",,"* 위치: 대만 타이난
* 특징: 학생 수 약 8,419명","★ 수학가능학과: Management, Health Science, Humanities and Social Sciences, Information and Design, Theology, Continuing Education, Practice and Education for the Environment, Safety and Health Sciences, Fine Arts, Liberal Arts Education

★ 수강가능과목(2024-2025): 
https://eportal.cjcu.edu.tw/Syllabus?lang=en-US
* 각 과목의 수강요건 확인 필요",Y(2024-2025),x,,https://dweb.cjcu.edu.tw/intl?lang=en,"영어(비유럽), 중국어"
일반교환,자매대학,E0176,아시아,대만,가오슝 국립대,National University of Kaohsiung,-,B-2,,"* 위치: 대만 가오슝
* 특징: 학생 수 약 5,300명
         경제학과가 매우 높은 랭킹을 차지하고 있으며, 아시아태평양 산업학과 및 경영학과는 산업 엘린트 육성을 위해 개설됨","★ 수학가능학과: Humanities and Social Sciences, Law ,Management, Science, Engineering, International School

★ 수강가능과목(2024): 
https://course.nuk.edu.tw/QueryCourse/EngQueryCourse.asp
International School Program(영어수업): https://drive.google.com/file/d/1YqrJLAe6y5WfhL2cPFwh8NbG7pQL8C71/view",Y(2025-2026),x,,https://dia.nuk.edu.tw/p/412-1034-4611.php?Lang=zh-tw,중국어
일반교환,자매대학,E0177,아시아,대만,중화대,Chung Hua University (中華大學),-,B-2,,"* 위치: 대만 신베이
* 특징: 학생 수 약 5,435",,x,x,,https://international.chu.edu.tw/index.php,중국어
일반교환,자매대학,E0178,아시아,대만,중원대,Chung Yuan Christian University,-,B-2,,"* 위치: 대만 북부
* 특징: 학생 수 약 15,782","★ 수강가능과목(2023): 
https://itouch.cycu.edu.tw/active_system/CourseQuerySystem/eng/
*단, 물리학과 및 석사 프로그램 과목 수강 불가.",x,x,,https://www1.cycu.edu.tw/,중국어
일반교환,자매대학,E0179,아시아,말레이시아,말라야대,University of Malaya,3.0/4.5 이상,A-2,"TOEIC, IPT 제외","* 위치: 말레이시아 수도 쿠알라룸푸르
* 특징: 코웨이, 포스코, 현대모비스등 한국기업 진출","★ 수학가능학과: Education, Dentistry, Engineering, Science, Law, Medicine, Arts and Social Sciences, Business and Accountancy, Economics & Administration, Languages and Linguistics, Built environment, Computer Science & Information Technology, Pharmacy 

★ 수강가능과목: 
https://www.um.edu.my/faculties",Y(2025),Y(2014-2018),,https://gem.um.edu.my/inbound-long-term-home,영어(비유럽)
일반교환,자매대학,E0180,아시아,말레이시아,멀티미디어대,Multimedia University,-,A-3,ITP 제외,"* 특징: 2개 캠퍼스(Cyberjaya와 Melaka, 서로 150km 떨어져 있음)를 운영
         캠퍼스별 수강가능 학과 상이","★ 수학가능학과: IT대학

★ 수강가능과목: 
https://www.mmu.edu.my/programmes/",x,x,,http://www.mmu.edu.my,영어(비유럽)
일반교환,자매대학,E0181,아시아,말레이시아,뜨나가국립대,Universitiy Tenaga Nasional,-,A-3,ITP 제외,"* 위치: 말레이시아 셀랑고르주
* 특징: 학생 수 약 8000명","★ 수학가능학과: Engineering, Computing & Informatics, Business Management & Accounting, 
Energy Economics & Social Sciences

★ 수강가능과목: 
https://uniten.edu.my/programmes/browse-all-programmes/",x,x,,https://uniten.edu.my/admission-plus-aid/international-student-info/international-office/,영어(비유럽)
일반교환,자매대학,E0182,아시아,말레이시아,테일러스대,Taylor's University,-,"TOEFL iBT 46 
IELTS 5.5",,* 위치: 말레이시아 수방자야,"★ 수학가능학과: Innovation and Technology, Business and Law, Health & Medical Sciences, Social Sciences & Leisure Management, Health & Medical Sciences

★ 수강가능과목:
file:///C:/Users/wongd/Downloads/Module%20Guide%202025.pdf
* 대부분의 과목 영어 강의",Y(2025),x,,https://university.taylors.edu.my/en/campus-life/international-students.html,영어(비유럽)
일반교환,자매대학,E0183,아시아,말레이시아,UniKL,Universiti Kuala Lumpur,-,A-3,,"* 위치: 말레이시아 쿠알라룸푸르
* 특징: 학생 수 약 30,500명","★ 수학가능학과: Medical Science & Technology, Automation & Industrial Maintenance, Mechatronics, Air-Conditioning, Machine Building & Metal Fabrication, Product Design & Precision Manufacturing, Information Technology, Animation & Multimedia, Food Technology, Chemical & Bioengineering, Environmental Technology, Naval Architecture, Marine Technology, Automotive Technology, Aviation Technology, Electrical, Electronics & Telecommunication, Quality Engineering & Industrial Logistics, Medical & Allied Health Sciences, Business, Entrepreneurship & Islamic Finance, Oil & Gas

★ 수강가능과목: 
https://www.unikl.edu.my/programs/by-levels-of-study/
-링크접속 - 지원학과 - Subject",x,x,,https://www.unikl.edu.my/admission/international-students/,영어(비유럽)
일반교환,자매대학,E0185,아시아,베트남,똔득탕대,Ton Duc Thang University,-,A-4,,* 위치: 베트남 호치민,"★ 수학가능학과: PHARMACY, SOCIAL SCIENCES & HUMANITIES, CIVIL ENGINEERING, LABOR RELATIONS
& TRADE UNIONS, ENVIRONMENT AND LABOUR SAFETY, FOREIGN LANGUAGES, BUSINESS ADMINISTRATION, FINANCE & BANKING, SPORT SCIENCE, ELECTRICAL & ELECTRONICS ENGINEERING, LAW, INFORMATION TECHNOLOGY, ACCOUNTING


★ 수강가능과목: 
https://international.tdtu.edu.vn/en/news/2023/courses-in-english-academic-year-20232024
*각 과목의 수강요건 확인 필요",x,Y(2019),,,영어(비유럽)
일반교환,자매대학,E0186,아시아,베트남,BUV,British University Vietnam,-,"IELTS 6.0
TOEFL (iBT) 87","*IELTS 각 영역별 5.5 이상
*TOEIC 각 영역별 Listening 17, Speaking 20, Reading 18, and Writing 17 이상","* 위치: Ecopark
* 특징: 학생 수 약 3,000명","★ 수학가능학과: Business, Computing & Innovative Technologies, Communication & Creative Industries, Finance and Economics, International Hospitality Management

★ 수강가능과목: https://www.buv.edu.vn/undergraduate/?_gl=1*b9capx*_gcl_au*MTI3OTM0NTY4Mi4xNzIxMTI3Njk3*_ga*MTE4ODIyOTA5LjE3MjExMjc2OTc.*_ga_T9NMG08J5T*MTcyMTEyNzY5Ny4xLjEuMTcyMTEyODExNC41MC4wLjE4MTE0MDI5OTU.*_ga_Z5F71K1SP6*MTcyMTEyNzY5Ny4xLjEuMTcyMTEyODExNC4wLjAuMA..*_ga_ZFFT31GCRZ*MTcyMTEyNzY5Ny4xLjEuMTcyMTEyODExNC4wLjAuMA..*_ga_PZW9ZQFCFQ*MTcyMTEyNzY5Ny4xLjEuMTcyMTEyODExNC4wLjAuMA..*_ga_6Q9ZR7KDJY*MTcyMTEyNzY5Ny4xLjEuMTcyMTEyODExNC4wLjAuMA..
*각 과목의 수강요건 확인 필요",x,x,,https://www.buv.edu.vn/international-office/#data-h1,영어(비유럽)
일반교환,자매대학,E0187,아시아,몽골,몽골국제대,Mongolia International University,-,"TOEIC 700
TOEIC iBT 70",,"* 위치: 몽골 울란바토르
* 특징: 학생 수 약 3,400명","★ 수학가능학과: International Business Management, Information Technology, Fashion Design, Biotechnology and Food Science, Energy Resource and Environment Technology, English Education, Music Education, Hotel Management, Tourism Management, School of Media and Communication

★ 수강가능과목: 
http://www.miu.edu.mn/ps/DepartmentsMn?categoryId=39
*각 과목의 수강요건 확인 필요",x,Y(2014),,http://www.miu.edu.mn/p/12,영어(비유럽)
일반교환,자매대학,E0188,아시아,우즈베키스탄,타쉬켄트IT대,Tashkent University of Information Technologies,-,A-3,ITP 제외,* 위치: 우즈베키스탄 타슈켄트,"★ 수학가능학과: Software Engineering,  Computer Engineering, Cybersecurity, Telecommunication Technologies,  Radio and Mobile Communication,  Economics and Management in the sphere of ICT, Vocational Education in the field of 
ICT, Joint of Information Technologies of the TUIT and BSUIR

★ 수강가능과목: 
https://static.tuit.uz/uploads/1/CKc5y3pbfPoF8duj80hAzDR6flyg5FvI.pdf
*각 과목의 수강요건 확인 필요",x,x,,https://tuit.uz/en/in-bound-exchange-program,영어(비유럽)
일반교환,자매대학,E0189,아시아,우즈베키스탄,사마르칸트대,Samarkand State University,-,A-3,ITP 제외,* 위치: 우즈베키스탄 사마르칸트,"★ 수학가능학과: 수강 가능 과목 참고
★ 수강가능과목: 
https://www.samdu.uz/en/pages/List_of_Bachelors_program
*교환학생에 대한 과목이 없어, 본교생 과목 참고 ",x,x,,https://www.samdu.uz/en,영어(비유럽)
일반교환,자매대학,E0190,아시아,우즈베키스탄,우즈베키스탄 국립 세계어 대학교,Uzbekistan State University of World Languages,-,A-3,ITP 제외,* 위치: 우즈베키스탄 타슈켄트,,x,x,,https://uzswlu.uz/,영어(비유럽)
일반교환,자매대학,E0191,아시아,인도네시아,페트라크리스천대,Petra Christian University,-,"TOEFL(iBT) 61, IELTS 6.0,
 TOEIC 575, 듀오링고 100",ITP 제외,"* 위치: 인도네시아 수라바야
* 특징: 학생 수 약 8,805명","★ 수학가능학과: Arts and Design, Civil Engineering and Planning, Industrial Technology, Business and Economics, Letters, Communication, Education 
국제팀 홈페이지_커뮤니티_자매대학소개_첨부파일(FactSheet) 및 하단링크 참조

★ 수강가능과목: 영어 사용 
 1. English Department by Faculty of Humanities and Creative Industries (https://inggris.petra.ac.id/)
 2. International Business Management (IBM) by School of Business and Management (https://ibm.petra.ac.id/)
 3. International Business Accounting (IBAcc) by School of Business and Management (https://ibacc.petra.ac.id/)",Y(2025),Y(2014),,https://bacc.petra.ac.id/pages/candidate-why,영어(비유럽)
일반교환,자매대학,E0192,아시아,인도네시아,펠리타하라판대,Pelita Harapan University,-,A-3,ITP 제외,* 위치: 인도네시아 탕그랑,,x,x,,https://www.uph.edu/id/global-partnerships-international-office#student-mobility-programs,영어(비유럽)
일반교환,자매대학,E0193,아시아,인도네시아,비너스대,Binus University,-,A-2,,"* 위치: 인도네시아 자카르타
* 특징: International program에 지원가능 ","★ 수학가능학과: https://curriculum.binus.ac.id/

★ 수강가능과목: 
https://binusianorg-my.sharepoint.com/:x:/r/personal/riska_mulyati_binus_edu/_layouts/15/guestaccess.aspx?share=EfwH55fuqo1JvR-ZyPpNO4AByceeAEfdumDFezpg1txedA&e=Oc8Le5",x,x,,https://io.binus.ac.id/international-student-non-degree/binusexchange/,영어(비유럽)
일반교환,자매대학,E0194,아시아,인도네시아,인도네시아 국립대,University of Indonesia,-,IELTS 6.0 이상,,"* 위치: 인도네시아 자카르타
* 특징: 인도네시아 랭킹 1위 대학
         학생 수 약 33,516명","★ 수학가능학과: Administrative Science, Computer Science, Dentistry, Economics and Business, Engineering, Humanities, Law, Mathematics and Natural Sciences, Medicine, Nursing, Pharmacy, Psychology, Public Health, Social and Political Sciences, Environmental Science, Strategic and Global Studies

★ 수강가능과목: 
https://drive.google.com/file/d/1dNQguQRp0iY34ONNfXOPjW7M8yub4lVE/view",x,x,,https://international.ui.ac.id/,영어(비유럽)
일반교환,자매대학,E0195,아시아,인도네시아,아트마 자야대,"Atma Jaya University, Yogyakarta",-,A-3,,* 위치: 인도네시아 욕야카르타,"★ 수학가능학과: Biotechnology, Economics, Law, Social and Political Sciences, Engineering, Industrial Technology, International Program

★ 수강가능과목: 
http://www.uajy.ac.id/international-affairs/academics/",x,x,,http://www.uajy.ac.id/international-affairs/,영어(비유럽)
일반교환,자매대학,E0196,아시아,인도네시아,가자 마다대,Gadjah Mada University,-,"IELTS 5.5
TOEIC 550
TOEFL iBT 70",,* 위치: 인도네시아 욕야카르타,"★ 수학가능학과: Faculty of Law, Faculty of Social and Political Sciences, Faculty of Biology, Faculty of Mathematics and Natural Sciences, Faculty of Economics and Business

★ 수강가능과목(2024-2025): 
https://docs.google.com/spreadsheets/d/1dxYt20LlbOUj-F2oNjIAtS7wW2pWy3Rd/edit?gid=446340895#gid=446340895",Y(2022-2023),x,,https://admission.ugm.ac.id/non-degree/student-exchange/,영어(비유럽)
일반교환,자매대학,E0197,아시아,싱가포르,PSB Academy,PSB Academy,-,A-3,"*어학 성적 별 세부 기준 충족 필요
(IELTS 5.5(Writing 4.5이상) / TOEFL 70점(Writing 16점 이상)/ TOEIC 785점 이상 (LC 400 / RC 385 이상)",* 위치: 마리나 스퀘어,"★ 수학가능학과: https://www.psb-academy.edu.sg/courses#find-a-course
본인의 전공과 유사전공만 지원 가능하며, 총 4과목 수강 가능",x,x,,https://www.psb-academy.edu.sg/,영어(비유럽)
일반교환,자매대학,E0199,아시아,일본,삿포로가쿠인대(삿포로학원대),Sapporo Gakuin University(札幌学院大学),-,C-2,,"* 위치: 홋카이도 삿포로
* 특징: 학생 수 약 2,728명","★ 수학가능학과: Business Administration, Economics, Humanities, Law

★ 수강가능과목: 
https://www.sgu.ac.jp/faculty/
*각 과목의 수강요건 확인 필요",Y(2025),Y(2013-2019),,https://www.sgu.ac.jp/abroad/iec/,일본어
일반교환,자매대학,E0200,아시아,일본,JF 오베린대,J. F. Oberlin University(桜美林大学),-,C-2,,"* 위치: 도쿄
* 특징: 일본어 어학과정(5~8학점) 필수 수강
(정규 전공과목은 일본어 실력에 한해 수강 가능)
         본교 평균평점 3.5이상 지원가능
         학생 수 약 9,000명","★ 수학가능학과: Arts and Sciences, Business Management, Health and Welfare, Ferforming and Visual Arts, Global Communication
*일본어 프로그램 외에는 상대교 요구능력 충족시 수강가능

★ 수강가능과목: 
https://www.obirin.ac.jp/en/programs/studyabroad/courses/",x,Y(2016-2019),,https://www.obirin.ac.jp/en/programs/studyabroad/,일본어
일반교환,자매대학,E0201,아시아,일본,오사카경법대,"Osaka University of Economics and Law
(大阪経済法科大学)",-,C-2,,"* 위치: 일본 오사카(일본 3대 도시 중 하나)
* 특징: 학생수 약 3,121명","★ 수학가능학과: Economics, Business Administration, Law, International Studies
* 파견학기별 수강가능학과가 변경될 수 있음

★ 수강가능과목:
http://www.keiho-u.ac.jp/english/students/index.html
* 각 과목의 수강요건 확인 필요",x,Y(2013-2019),,http://www.keiho-u.ac.jp/english/students/index.html,일본어
일반교환,자매대학,E0203,아시아,일본,신슈대,Shinshu University,-,C-2,,"* 위치: 일본 마쓰모토
* 특징: 학생 수 약 9,200명
         섬유공학 분야 일본 대학 1위","★ 수학가능학과: Humanities, Medicine, Engineering, Science, Agriculture, Economics, Education, Textile Sicence and Technology

★ 수강가능과목: 
1) https://campus-3.shinshu-u.ac.jp/syllabusj/Top
2) https://www.shinshu-u.ac.jp/institution/gec/tenkai/en/course/index_2.php (교환학생들이 자주 듣는 수업)
* 레벨테스트에 따라 수강가능과목 제한됨",Y(2025),Y(2011-2019),,https://www.shinshu-u.ac.jp/institution/gec/en/prospective_students/gec_exchange_student_program/,일본어
일반교환,자매대학,E0205,아시아,일본,오츠마여대,Otsuma Women's University,-,C-2,,"* 위치: 일본 도쿄
* 특징: 학생 수 약 7,600명","★ 수학가능학과: 일본어 점수에 따라 차이 있음
N1 과정: 일부 수강제한 있음
Faculty of Home Economics Department of Clothing & Textiles: Department of Food Science (Major in Food Science/Major in Dietitian Studies), Department in Child Studies (Major in Child Studies/Major in Child Education), Department of Life Design
Faculty of Language & Literature: Department of Japanese Language & Literature, Department of English Language & Literature, Department of Communication & Culture
Faculty of Social Information Studies: Department of Social Information Studies (Major in Social Science & Information Studies/Major in Environment & Information Studies/Major in Information Design)
Faculty of Human Relations: Department of Human Relations (Major in Sociology/Major in Social & Clinical Psychology), Department of Human Welfare
Faculty of Comparative Culture: Department of Comparative Culture
Junior College Division: Department of Domestic Science (Major in Home Economics/Major in Business/Major in Nutrition), Department of Japanese Language & Literature, Department of English Language & Literature
N2 과정: International Center's education program

★ 수강가능과목(2020): 
N1: 일부 수강제한 있음 http://www.otsuma.ac.jp/academics/guide/subjectguide
N2: 첨부파일(FactSheet) 참조 https://glbc.otsuma.ac.jp/international/ko/center",Y(2021),x,,https://www.otsuma.ac.jp/english/international/exchange.html,일본어
일반교환,자매대학,E0206,아시아,일본,나고야외국어대,Nagoya University of Foreign Studies,2.25/4.5 이상," C-2, A-2",,"* 위치: Nagoya
* 특징: 학생 수 약 3,750명
         영어로 수학 가능하며 영어 구사자 선호 
* 장학금 햬택 있음(월 60,000엔, 최대 12개월) ","★ 수학가능학과: Foreign Studies, Contemporary International Studies, Global Governance and Collaboration, World Liberal Arts

★ 수강가능과목(2024): 
https://www-e.nufs.ac.jp/interchange/incoming/exchange/courses/",Y(2025),x,,https://www-e.nufs.ac.jp/interchange/,"영어(비유럽), 일본어"
일반교환,자매대학,E0207,아시아,일본,칸다외국어대학,Kanda University of International Studies,-,"C-1, A-5",,"* 위치: 일본 지바
* 특징: 학생 수 약 4,200명
         일본 내 국제학 분야에서 가장 우수한 대학 중 한 곳","★ 수학가능학과: Foreign Languages, Global Liberal Arts, Japanese Language and Culture Program

★ 수강가능과목(2024): 영어 및 일본어 사용
https://drive.google.com/file/d/1wNSvESgREvkq-cfTm0ZHAC-ooGDPaAeG/view",Y(2025),x,,https://sites.google.com/kuis.ac.jp/intlstu/home-eng/en-exchange/Fall_2025,"영어(비유럽), 일본어"
일반교환,자매대학,E0208,아시아,일본,세츠난대학,Setsunan University,-,C-2,,"* 위치: 일본 오사카(Osaka)
* 특징: 학생 수 약 8,100명","★ 수학가능학과: Science and Engineering, Foreign Studies, Business Administration, Pharmaceutical Sciences, Law, Economics, Nursing
*일본어 프로그램 외에는 상대교 요구능력 충족시 수강가능

★ 수강가능과목: 
http://www.setsunan.ac.jp/kokusai/j-program.html",x,x,,https://www.setsunan.ac.jp/english/univ/exchange/,일본어
일반교환,자매대학,E0210,아시아,일본,일본경제대,Japan University of Economics,-,C-2,,"* 위치: 후쿠오카 다자이후
* 특징: 4개 캠퍼스 중 하나","★ 수학가능학과: Economics, Commerce, Management Law, Health and Sports Management, Management",x,x,,http://fukuoka.jue.ac.jp/,일본어
일반교환,자매대학,E0211,아시아,일본,사가여자단기대,Saga Women's Junior College,-,C-2,,* 위치: 사가현 사가시,"★ 수학가능학과: Global Symbiosis IT Course, Librarian Archives Course, Korean culture course, Welfare and Social Care Course",x,x,,http://www.asahigakuen.ac.jp/sajotan/,일본어
일반교환,자매대학,E0213,아시아,중국,길림사범대,Jilin Normal University(吉林师范大学),-,B-2,,"* 위치: 중국 길림성
* 특징: 학생 수 약 25,000명
          중국어 어학과정 위주로 수강 가능",★ 수강가능과목: 영어 및 중국어 사용 https://cie.jlu.edu.cn/lxsq1/dqb.htm,x,Y(2015-2018),,http://www.jlnu.edu.cn,중국어
일반교환,자매대학,E0215,아시아,중국,대련민족대,Dalian Minzu University(大连民族学院),-,B-3,,"* 위치: 중국 대련
* 특징: 학생 수 약 13,589명","★ 수학가능학과: 중국어 어학과정 위주
 (초/중/고급반으로 분반하여 분반별 5개 어학과목 수강)
* HSK 6급 소지자에 한해 개별 교수의 허가를 받을 경우 전공과목 수강 가능
(Economics and Management, Foreign Language, Civil Engineering, International Business, Physics and Materials Engineering, Mechanical and Electrical Engineering, Computer Science and Engineering 등)

★ 수강가능과목(2019): 국제팀 홈페이지_커뮤니티_자매대학소개_첨부파일(안내사항) 참조","x
/ COURSE
LIST(2019)",Y(2015-2019),,https://www.dlnu.edu.cn/gjjl/lxzc/xxxm/index.htm,중국어
일반교환,자매대학,E0216,아시아,중국,동북사범대-인문대학,"College of Humanities & Sciences of 
Northeast Normal University
(东北师范大学人文学院)",-,B-3,,"* 위치: 중국 장춘
* 특징: 학생 수 약 24,567명","★ 수강가능과목: 중국어 어학과정 위주로 수강 가능(전공과목 수강에는 제한이 있음)
<초중급반> 必修课：汉语课、口语课、听力课、阅读课
选修课：书法、太极拳、二胡、中国民族舞蹈、影视欣赏课、汉语技能强化课
<고급반> 必修课：汉语课、口语课、听力课、综合课
选修课：影视欣赏课、二胡、书法、太极拳、汉语技能强化课
<기타> 必修课：汉语课、口语课
选修课：书法、剪纸、太极拳、中国概况课",x,Y(2014-2019),,https://iso.nenu.edu.cn/Admission/Exchange_Student_Program.htm,중국어
일반교환,자매대학,E0217,아시아,중국,동화대,Donghua University (东华大学),-,"B-2, A-2",TOEFL ITP 제외,"* 위치: 중국 상하이
* 특징: 학생 수 약 28,497명
         중국정부의 21세기 대학 선진화 프로그램인 ""Project 211""에 선정된 대학 중 하나임","★ 수학가능학과: 중국어과정과 영어과정 중 택일 (혼합수강 불가)
(중국어 과정)중국어 어학, 중국 사회/문화/경영 등 총 6개 과목 개설 
*중국어 어학과정 필수 수강
(영어 과정)중국어/영어 어학, 중국 사회/문화/경영, 공학 등 총 19개 과목 개설

★ 수강가능과목(2024): 국제팀 홈페이지_커뮤니티_자매대학소개_첨부파일 (Course List) 참조",Y(2024),Y(2015-2019),,https://english.dhu.edu.cn/incoming/list.htm,"영어(비유럽), 중국어"
일반교환,자매대학,E0218,아시아,중국,북경우전대학,"Beijing University of Posts and Telecommunications
(北京邮电大学)",-,B-3,,* 위치: 베이징,"★ 수학가능학과: Information and Communication Engineering, Electronic Engineering, Computer Science, Automation, Software Engineering, Digital Media and Design Arts, Sciences, Economics and Management, Humanities, Public Management, International School 등
* 중어중문학과 개설되어 있지 않음
* 중국어 어학과정과 전공수업 병행 불가(둘 중 반드시 선택해야함)
* 중국 관련 수업과 전공수업 병행 가능(중국 관련 수업 1과목만)
* 영어 전공과정 수강 불가 ",x,Y(2016-2022),,http://bupt.admissions.cn/,중국어
일반교환,자매대학,E0219,아시아,중국,산동대-위해,"Shandong University, Weihai(山东大学, 威海)",2.81/4.5 이상,"B-3, A-2 ","iBT, TOEIC, ITP 제외","* 위치: 중국 산동성
* 특징: 중국어 수업 및 전공수업 병행가능(최대 20학점)
         중국 내 20위권 이내 명문대 
         학생 수 약 15,310명
* 지원자격 요건: 1학년 이상 학부생","★ 수학가능학과: 중국어국제교육, 국제경제와 무역(디지털 무역), 공상관리(디지털 마케팅), 공상관리(디지털 문화관광), 국제정치

★ 수강가능과목(2025): https://www.wh.sdu.edu.cn/jxyb.htm",Y(2025),Y(2015-2022),,https://ipo.wh.sdu.edu.cn/kristudy/info/1021/1761.htm,"영어(비유럽), 중국어"
일반교환,자매대학,E0220,아시아,중국,산동사범대,Shandong Normal University(山东师范大学),-,B-3,,* 위치: 중국 산동성,★ 수학가능학과: 중국어 어학과정 위주로 수강 가능(전공과목 수강에는 제한이 있음),x,Y(2014-2019),,http://www.sdnu.edu.cn/,중국어
일반교환,자매대학,E0221,아시아,중국,삼협대,China Three Gorges University(三峡大学),-,"B-3, A-4","iBT, TOEIC, ITP 제외",* 위치: 중국 후베이성,★ 수학가능학과: 중국어 어학과정 위주로 수강 가능(전공과목 수강에는 제한이 있음),x,Y(2013),,http://www.ctgu.edu.cn,"영어(비유럽), 중국어"
